,Date,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,count,count_xgb1,count_xgb2,count_dt,count_lr,error_xgb1,error_xgb2,error_dt,error_lr,count_xgb_day,count_xgb_night,error_xgb_day,error_xgb_night,count_xgb_summer,count_xgb_winter,error_xgb_summer,error_xgb_winter
5601,2018-07-22,9,30.5,54,0.9,1907,20.1,1.71,0.0,0.0,Summer,No Holiday,Yes,526,802.2212,780.98444,985.0,1101.1678827312164,-276.22119140625,-254.98443603515625,-459.0,-575.1678827312164,750.63184,1800.7137,-224.6318359375,-1274.7137451171875,802.0556,563.2345,-276.05560302734375,-37.2344970703125
842,2018-01-05,2,-5.3,52,1.6,1481,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,118,165.47278,87.45594,93.0,-91.54470071071131,-47.4727783203125,30.54405975341797,25.0,209.5447007107113,233.03256,89.01754,-115.03256225585938,28.982460021972656,552.00354,100.8359,-434.0035400390625,17.164100646972656
2032,2018-02-23,16,8.3,60,2.7,354,0.9,0.36,0.0,0.0,Winter,No Holiday,Yes,354,517.41254,298.31058,473.0,560.3013632653685,-163.41253662109375,55.689422607421875,-119.0,-206.30136326536854,347.81512,632.33966,6.18487548828125,-278.33966064453125,1412.4132,375.65158,-1058.4132080078125,-21.651580810546875
5141,2018-07-03,5,22.6,97,0.0,1383,22.0,0.0,0.0,0.0,Summer,No Holiday,Yes,224,313.0146,228.37222,218.0,532.2761864664259,-89.01458740234375,-4.372222900390625,6.0,-308.2761864664259,645.4835,314.713,-421.4835205078125,-90.7130126953125,150.99521,239.1802,73.00479125976562,-15.180206298828125
4084,2018-05-20,4,12.8,44,0.8,2000,0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,205,278.41855,89.3113,136.0,709.0307646906526,-73.41854858398438,115.6886978149414,69.0,-504.03076469065263,78.74993,606.01953,126.25006866455078,-401.01953125,267.97714,175.1969,-62.977142333984375,29.8031005859375
4253,2018-05-27,5,17.6,0,0.8,1304,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,174,344.6417,145.70781,247.0,1423.437506504812,-170.64169311523438,28.292190551757812,-73.0,-1249.437506504812,1324.084,548.6645,-1150.083984375,-374.66448974609375,270.2065,163.5149,-96.20651245117188,10.485107421875
6652,2018-09-04,4,20.4,97,2.7,704,19.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,186,313.65555,102.07272,133.0,626.1464232591359,-127.65554809570312,83.92727661132812,53.0,-440.1464232591359,727.1733,281.99667,-541.1732788085938,-95.99667358398438,179.20293,243.1936,6.7970733642578125,-57.193603515625
5175,2018-07-04,15,31.1,57,3.7,1912,21.5,2.03,0.0,0.0,Summer,No Holiday,Yes,1038,856.5359,921.7512,1094.0,1287.7754601402385,181.464111328125,116.248779296875,-56.0,-249.77546014023847,1210.8809,1698.7428,-172.880859375,-660.7427978515625,1046.4097,565.9484,-8.40966796875,472.05157470703125
1122,2018-01-16,18,4.9,59,1.4,427,-2.4,0.0,0.0,0.0,Winter,No Holiday,Yes,592,431.21826,557.7863,409.0,542.8324669153203,160.78173828125,34.21368408203125,183.0,49.16753308467969,297.25635,240.62178,294.74365234375,351.3782196044922,2058.28,529.98737,-1466.280029296875,62.01263427734375
3,2017-12-01,3,-6.2,40,0.9,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,107,124.740746,102.758675,100.0,-1.5812659674397196,-17.740745544433594,4.241325378417969,7.0,108.58126596743972,254.16809,153.02536,-147.1680908203125,-46.025360107421875,353.4853,101.31473,-246.48529052734375,5.685272216796875
8334,2018-11-13,6,4.2,72,0.8,1326,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,402,367.41858,183.24362,418.0,454.4381771820824,34.5814208984375,218.75637817382812,-16.0,-52.43817718208243,1095.6233,250.22119,-693.623291015625,151.77880859375,355.6631,108.21829,46.3369140625,293.7817077636719
5682,2018-07-25,18,32.2,58,2.5,1553,22.8,0.44,0.0,0.0,Summer,No Holiday,Yes,2416,1882.8918,2197.1455,1994.0,1485.7443573872097,533.108154296875,218.8544921875,422.0,930.2556426127903,1771.3485,1923.8284,644.6514892578125,492.171630859375,2101.5874,812.21716,314.41259765625,1603.7828369140625
4829,2018-06-20,5,19.1,83,2.0,457,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,336,330.41766,287.19492,238.0,595.8710494876929,5.58233642578125,48.805084228515625,98.0,-259.87104948769286,548.2922,663.166,-212.29217529296875,-327.166015625,340.08218,229.71399,-4.082183837890625,106.2860107421875
115,2017-12-05,19,-3.2,45,0.0,2000,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes,597,325.737,440.69382,477.0,463.42062387466973,271.26300048828125,156.30618286132812,120.0,133.57937612533027,738.42377,335.46088,-141.42376708984375,261.53912353515625,1594.3463,505.5481,-997.3463134765625,91.451904296875
3836,2018-05-09,20,17.3,53,1.9,2000,7.6,0.01,0.0,0.0,Spring,No Holiday,Yes,1979,1548.5596,1653.9231,1630.0,1220.513087171351,430.4404296875,325.076904296875,349.0,758.4869128286491,934.6582,1378.153,1044.341796875,600.8470458984375,2005.8254,573.1561,-26.825439453125,1405.8438720703125
1268,2018-01-22,20,-0.8,85,2.9,836,-3.0,0.0,0.0,1.0,Winter,No Holiday,Yes,181,229.9996,184.78772,144.0,285.62040458861253,-48.999603271484375,-3.7877197265625,37.0,-104.62040458861253,219.76376,179.58527,-38.763763427734375,1.41473388671875,1109.9641,230.06035,-928.964111328125,-49.06034851074219
6075,2018-08-11,3,27.9,69,0.8,2000,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes,441,371.036,332.01065,278.0,878.5962671687656,69.9639892578125,108.98934936523438,163.0,-437.5962671687656,608.81287,545.9217,-167.8128662109375,-104.92169189453125,338.15915,262.56497,102.84085083007812,178.43502807617188
4276,2018-05-28,4,17.2,0,0.4,1619,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,134,344.6417,212.8147,247.0,1373.3766242881115,-210.64169311523438,-78.814697265625,-113.0,-1239.3766242881115,849.5591,42.398773,-715.55908203125,91.60122680664062,183.05981,121.215645,-49.059814453125,12.784355163574219
4252,2018-05-27,4,17.9,59,1.3,1261,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,208,325.13214,154.52612,132.0,727.5362222630489,-117.13214111328125,53.473876953125,76.0,-519.5362222630489,288.85565,1062.2412,-80.85565185546875,-854.2412109375,292.4717,226.43866,-84.47171020507812,-18.43865966796875
2300,2018-03-06,20,6.1,31,2.8,2000,-9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,666,586.4955,547.78876,625.0,1107.555024945891,79.5045166015625,118.21124267578125,41.0,-441.5550249458911,545.62524,502.8831,120.374755859375,163.11691284179688,2077.2217,570.01556,-1411.2216796875,95.98443603515625
1694,2018-02-09,14,4.0,25,0.9,1009,-14.3,1.06,0.0,0.0,Winter,No Holiday,Yes,283,378.64313,415.48596,315.0,559.9208810229406,-95.64312744140625,-132.4859619140625,-32.0,-276.92088102294065,216.0666,383.6439,66.93339538574219,-100.64389038085938,1088.46,305.04178,-805.4599609375,-22.041778564453125
4428,2018-06-03,12,28.7,27,1.7,1843,7.8,3.29,0.0,0.0,Summer,No Holiday,Yes,1134,1138.1025,1171.0359,1116.0,1194.4470696566602,-4.1025390625,-37.035888671875,18.0,-60.44706965666023,1145.3942,1825.7709,-11.3941650390625,-691.7708740234375,1225.1011,433.01025,-91.10107421875,700.98974609375
937,2018-01-09,1,-1.9,69,5.0,791,-6.8,0.0,0.0,1.0,Winter,No Holiday,Yes,107,202.54126,121.962814,100.0,-86.7685886156575,-95.541259765625,-14.962814331054688,7.0,193.7685886156575,440.57428,74.26504,-333.57427978515625,32.734962463378906,799.3374,146.82341,-692.33740234375,-39.82341003417969
5389,2018-07-13,13,28.9,68,2.8,1934,22.3,1.55,0.0,0.0,Summer,No Holiday,Yes,1046,866.7355,937.99493,1231.0,1109.6678142848718,179.2645263671875,108.00506591796875,-185.0,-63.66781428487184,1392.9822,1867.263,-346.982177734375,-821.262939453125,980.71893,529.85394,65.28106689453125,516.1460571289062
1364,2018-01-26,20,-13.7,35,1.7,1878,-25.9,0.0,0.0,0.3,Winter,No Holiday,Yes,121,225.07059,91.19479,96.0,342.57021961137445,-104.07058715820312,29.805206298828125,25.0,-221.57021961137445,95.24624,125.53982,25.753761291503906,-4.539817810058594,2086.4663,127.65346,-1965.46630859375,-6.6534576416015625
6820,2018-09-11,4,17.7,52,1.5,2000,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,193,373.97522,244.64182,223.0,927.9528751618043,-180.9752197265625,-51.641815185546875,-30.0,-734.9528751618043,869.7996,835.41644,-676.7996215820312,-642.4164428710938,89.16368,162.03215,103.83631896972656,30.967849731445312
7289,2018-09-30,17,20.4,31,3.2,2000,2.6,1.06,0.0,0.0,Autumn,No Holiday,No,0,170.56715,3.5338852,0.0,504.8873326966378,-170.56715393066406,-3.5338852405548096,0.0,-504.8873326966378,5.682643,1450.3453,-5.682642936706543,-1450.3453369140625,2301.934,602.96344,-2301.93408203125,-602.9634399414062
299,2017-12-13,11,-8.1,35,1.8,1806,-20.9,0.96,0.0,0.0,Winter,No Holiday,Yes,251,252.01152,173.81638,170.0,150.8843729448584,-1.0115203857421875,77.18362426757812,81.0,100.1156270551416,180.77316,381.184,70.22683715820312,-130.18399047851562,916.97766,166.3728,-665.9776611328125,84.627197265625
3636,2018-05-01,12,22.1,67,2.7,462,15.6,0.81,0.0,0.0,Spring,Holiday,Yes,1315,1069.2845,1077.7264,1422.0,821.0944954935035,245.7154541015625,237.2735595703125,-107.0,493.9055045064965,1377.4558,2109.4805,-62.455810546875,-794.48046875,1036.6279,451.21857,278.3720703125,863.7814331054688
2251,2018-03-04,19,11.2,81,2.3,1614,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes,289,668.13965,694.8252,26.0,805.9006610978055,-379.1396484375,-405.8251953125,263.0,-516.9006610978055,290.06918,411.31305,-1.069183349609375,-122.31304931640625,1193.0771,616.3872,-904.0771484375,-327.38720703125
5556,2018-07-20,12,32.6,51,2.1,800,21.1,3.21,0.0,0.0,Summer,No Holiday,Yes,822,753.6828,737.3049,822.0,1158.6718502122026,68.31719970703125,84.69512939453125,0.0,-336.67185021220257,848.85144,1441.1515,-26.8514404296875,-619.1514892578125,711.2161,479.19058,110.78387451171875,342.8094177246094
1500,2018-02-01,12,-1.1,31,1.3,1869,-16.1,1.2,0.0,1.3,Winter,No Holiday,Yes,240,282.3931,204.7714,194.0,396.0029498866252,-42.393096923828125,35.228607177734375,46.0,-156.00294988662517,271.68155,462.5164,-31.681549072265625,-222.51638793945312,1088.3086,209.49084,-848.30859375,30.5091552734375
4043,2018-05-18,11,16.6,96,0.7,539,15.9,0.41,0.0,0.0,Spring,No Holiday,Yes,352,484.71503,258.2147,509.0,519.4589528270005,-132.71502685546875,93.78530883789062,-157.0,-167.45895282700053,316.82718,715.60547,35.172821044921875,-363.60546875,733.034,265.10318,-381.03399658203125,86.89682006835938
4072,2018-05-19,16,24.5,34,1.5,2000,7.5,2.54,0.0,0.0,Spring,No Holiday,Yes,2479,1525.7833,1883.1088,2270.0,1217.5265582316788,953.2166748046875,595.8912353515625,209.0,1261.4734417683212,1775.7412,1806.4375,703.2587890625,672.5625,1870.5314,554.48346,608.4686279296875,1924.5165405273438
6398,2018-08-24,14,24.4,93,2.9,250,23.1,0.26,1.5,0.0,Summer,No Holiday,Yes,152,193.94424,288.72955,25.0,805.8767952218017,-41.944244384765625,-136.72955322265625,127.0,-653.8767952218017,243.55765,477.61456,-91.55764770507812,-325.61456298828125,232.13441,187.85649,-80.13441467285156,-35.85649108886719
6218,2018-08-17,2,22.8,50,1.4,2000,11.8,0.0,0.0,0.0,Summer,No Holiday,Yes,572,590.1424,748.9188,698.0,879.4445480252999,-18.14239501953125,-176.9188232421875,-126.0,-307.4445480252999,568.2139,1789.706,3.78607177734375,-1217.7060546875,651.51575,289.95102,-79.5157470703125,282.0489807128906
3500,2018-04-25,20,16.8,29,4.3,1971,-1.3,0.01,0.0,0.0,Spring,No Holiday,Yes,1651,1438.1655,1205.5972,1311.0,1408.4058883373878,212.83447265625,445.40283203125,340.0,242.59411166261225,2091.757,1570.0968,-440.757080078125,80.9031982421875,2156.488,549.16394,-505.488037109375,1101.8360595703125
5384,2018-07-13,8,25.5,80,1.8,1402,21.7,0.37,0.0,0.0,Summer,No Holiday,Yes,2114,1299.2891,1420.8977,1693.0,848.129818193117,814.7109375,693.102294921875,421.0,1265.870181806883,908.8999,1780.5098,1205.10009765625,333.490234375,1316.2767,519.41956,797.7232666015625,1594.5804443359375
8111,2018-11-03,23,9.2,65,1.2,1064,2.9,0.0,0.0,0.0,Autumn,No Holiday,No,0,115.95877,-82.04408,0.0,181.99127691652555,-115.95877075195312,82.04408264160156,0.0,-181.99127691652555,-352.79877,5.931861,352.79876708984375,-5.93186092376709,1489.354,385.90808,-1489.35400390625,-385.9080810546875
8514,2018-11-20,18,9.1,31,2.0,1932,-7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1857,1343.0353,1609.7517,1039.0,1252.2165413196512,513.9647216796875,247.248291015625,818.0,604.7834586803488,1051.4119,1106.8197,805.588134765625,750.1802978515625,1578.0714,737.74615,278.9285888671875,1119.2538452148438
707,2017-12-30,11,2.0,69,1.0,257,-3.1,0.32,0.0,0.0,Winter,No Holiday,Yes,237,307.256,267.14258,261.0,154.97212776676048,-70.25601196289062,-30.142578125,-24.0,82.02787223323952,300.14285,409.28696,-63.142852783203125,-172.28695678710938,1071.8525,284.88138,-834.8525390625,-47.881378173828125
3795,2018-05-08,3,15.6,63,1.7,2000,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes,194,308.34512,303.02487,358.0,622.2638883519207,-114.34512329101562,-109.02487182617188,-164.0,-428.26388835192074,-40.15039,606.4402,234.150390625,-412.440185546875,178.9885,210.02725,15.011505126953125,-16.027252197265625
3546,2018-04-27,18,20.3,47,2.5,705,8.6,0.77,0.0,0.0,Spring,No Holiday,Yes,2577,2114.341,2123.2844,1776.0,1227.6843117581975,462.658935546875,453.715576171875,801.0,1349.3156882418025,1874.521,1831.1245,702.47900390625,745.87548828125,2935.425,785.7355,-358.425048828125,1791.2645263671875
7683,2018-10-17,3,10.2,80,0.3,1191,6.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,239,273.4763,278.2341,171.0,444.03490558981775,-34.476287841796875,-39.234100341796875,68.0,-205.03490558981775,729.1908,454.44043,-490.1907958984375,-215.4404296875,275.18237,264.8906,-36.182373046875,-25.890594482421875
1479,2018-01-31,15,-0.5,30,2.3,1997,-15.9,0.45,0.0,2.2,Winter,No Holiday,Yes,214,286.40384,178.3343,211.0,607.4490312122747,-72.40383911132812,35.66569519042969,3.0,-393.4490312122747,194.71149,682.42816,19.28851318359375,-468.42816162109375,1125.9027,211.42984,-911.9027099609375,2.570159912109375
5552,2018-07-20,8,26.6,70,1.3,1062,20.6,1.01,0.0,0.0,Summer,No Holiday,Yes,1896,1434.6349,1661.131,1660.0,901.051362711894,461.3651123046875,234.8690185546875,236.0,994.948637288106,962.6636,2631.6206,933.33642578125,-735.62060546875,1371.3881,599.8456,524.6119384765625,1296.1544189453125
4063,2018-05-19,7,11.4,0,1.4,2000,4.5,0.46,0.0,0.0,Spring,No Holiday,Yes,436,895.8154,709.78516,1129.0,1311.9470627686687,-459.8154296875,-273.78515625,-693.0,-875.9470627686687,1289.7991,336.98874,-853.799072265625,99.01126098632812,797.62744,398.85718,-361.62744140625,37.142822265625
4479,2018-06-05,15,29.0,38,3.4,749,13.2,2.12,0.0,0.0,Summer,No Holiday,Yes,1250,1365.5676,1310.5216,1589.0,1340.9525914208857,-115.567626953125,-60.5216064453125,-339.0,-90.95259142088571,1414.8772,1692.3853,-164.877197265625,-442.38525390625,1466.3397,536.1724,-216.3397216796875,713.8275756835938
7496,2018-10-09,8,11.4,66,0.8,1991,5.2,0.18,0.0,0.0,Autumn,Holiday,No,0,108.39845,224.15073,0.0,-328.759824355051,-108.39845275878906,-224.15072631835938,0.0,328.759824355051,527.6303,46.765335,-527.6303100585938,-46.76533508300781,416.63855,505.46753,-416.6385498046875,-505.467529296875
7136,2018-09-24,8,15.4,52,2.2,1985,5.5,0.49,0.0,0.0,Autumn,Holiday,Yes,296,930.0307,496.87173,2129.0,826.266458698557,-634.0307006835938,-200.87173461914062,-1833.0,-530.266458698557,962.3766,1528.0092,-666.3765869140625,-1232.0091552734375,612.6476,511.05392,-316.6475830078125,-215.05392456054688
3456,2018-04-24,0,9.8,86,1.3,2000,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,213,418.24142,365.57224,41.0,181.43499308317263,-205.24142456054688,-152.57223510742188,172.0,31.56500691682737,510.34946,182.49557,-297.3494567871094,30.504425048828125,697.7981,410.64142,-484.798095703125,-197.64141845703125
4772,2018-06-17,20,23.1,67,2.1,1060,16.6,0.03,0.0,0.0,Summer,No Holiday,Yes,2429,2038.8243,2180.741,2435.0,1257.6043169708628,390.1756591796875,248.259033203125,-6.0,1171.3956830291372,901.7964,2417.9946,1527.20361328125,11.00537109375,2360.8767,474.49457,68.123291015625,1954.5054321289062
1951,2018-02-20,7,-2.2,76,1.9,527,-5.8,0.0,0.0,0.0,Winter,No Holiday,Yes,404,285.8346,214.54019,402.0,-83.54908209366516,118.1654052734375,189.45980834960938,2.0,487.54908209366516,156.05621,155.94124,247.94378662109375,248.0587615966797,537.3569,194.08102,-133.35687255859375,209.91897583007812
3052,2018-04-07,4,1.6,70,3.6,1392,-3.2,0.0,0.1,0.0,Spring,No Holiday,Yes,80,151.5843,-58.420593,75.0,256.2929017189062,-71.58430480957031,138.42059326171875,5.0,-176.2929017189062,277.07013,207.15712,-197.07012939453125,-127.15711975097656,168.4623,111.672775,-88.46229553222656,-31.672775268554688
6552,2018-08-31,0,23.9,75,1.7,1192,19.1,0.0,0.0,0.0,Summer,No Holiday,Yes,861,855.98236,1025.635,849.0,651.3079344025039,5.01763916015625,-164.635009765625,12.0,209.69206559749614,675.591,1701.3684,185.40899658203125,-840.368408203125,1102.5082,410.4108,-241.5081787109375,450.5892028808594
5873,2018-08-02,17,37.4,44,2.3,1829,23.0,1.49,0.0,0.0,Summer,No Holiday,Yes,1066,1297.5042,1136.7855,1297.0,1605.5078266925225,-231.504150390625,-70.7855224609375,-231.0,-539.5078266925225,1018.36676,1476.2991,47.63323974609375,-410.299072265625,1147.043,606.735,-81.04296875,459.2650146484375
6455,2018-08-26,23,20.8,84,0.9,1078,17.9,0.0,0.5,0.0,Summer,No Holiday,Yes,348,597.0954,653.29724,1615.0,1087.7231172066029,-249.09539794921875,-305.2972412109375,-1267.0,-739.7231172066029,-117.03716,159.83005,465.0371627807617,188.16995239257812,618.70056,405.18518,-270.7005615234375,-57.1851806640625
4325,2018-05-30,5,18.4,84,0.6,352,15.6,0.0,0.0,0.0,Spring,No Holiday,Yes,239,316.5632,230.03526,170.0,536.2634977853063,-77.56320190429688,8.964736938476562,69.0,-297.2634977853063,298.06516,447.4011,-59.065155029296875,-208.40109252929688,301.53076,214.71739,-62.53076171875,24.282608032226562
958,2018-01-09,22,-4.2,67,1.6,503,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,166,277.88736,258.37857,200.0,355.5155471141135,-111.88735961914062,-92.37857055664062,-34.0,-189.51554711411347,145.96388,98.349075,20.036117553710938,67.65092468261719,1951.2,176.84189,-1785.199951171875,-10.841888427734375
4151,2018-05-22,23,16.3,96,1.1,198,15.6,0.0,2.5,0.0,Spring,Holiday,Yes,18,99.77416,117.86093,15.0,610.7425300198447,-81.77416229248047,-99.86093139648438,3.0,-592.7425300198447,-56.742805,31.645382,74.74280548095703,-13.645381927490234,296.96097,250.37816,-278.9609680175781,-232.37815856933594
1684,2018-02-09,4,-4.4,47,0.9,1343,-14.0,0.0,0.0,0.0,Winter,No Holiday,Yes,46,122.7041,43.287735,56.0,12.907855409944716,-76.7041015625,2.7122650146484375,-10.0,33.092144590055284,259.5042,161.24316,-213.50421142578125,-115.2431640625,174.1893,71.79824,-128.18930053710938,-25.798240661621094
6076,2018-08-11,4,27.4,69,1.0,2000,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,266,334.3321,266.70532,201.0,898.2527589333993,-68.33209228515625,-0.705322265625,65.0,-632.2527589333993,476.91797,588.0421,-210.91796875,-322.0421142578125,210.07336,223.71701,55.9266357421875,42.282989501953125
4608,2018-06-11,0,20.3,58,1.4,2000,11.7,0.0,0.0,0.0,Summer,No Holiday,Yes,918,871.5441,870.03485,483.0,699.7510926826365,46.45587158203125,47.96514892578125,435.0,218.24890731736355,300.5716,793.9887,617.4284057617188,124.01129150390625,962.9278,311.6332,-44.92779541015625,606.3667907714844
1911,2018-02-18,15,5.0,16,2.0,1970,-18.8,1.42,0.0,0.0,Winter,No Holiday,Yes,440,386.5038,303.35858,349.0,641.1057638386146,53.496185302734375,136.64141845703125,91.0,-201.10576383861462,271.7103,690.983,168.28970336914062,-250.98297119140625,1056.9523,352.26947,-616.9522705078125,87.73052978515625
7455,2018-10-07,15,20.4,36,2.8,2000,4.8,1.56,0.0,0.0,Autumn,No Holiday,Yes,2167,1334.977,1371.9414,1427.0,1316.284964081126,832.02294921875,795.05859375,740.0,850.715035918874,1631.3959,1787.8059,535.6041259765625,379.194091796875,1330.6451,613.5494,836.3548583984375,1553.4506225585938
7875,2018-10-25,3,9.1,79,0.2,1689,5.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,266,283.34543,279.0198,342.0,427.56926125256575,-17.345428466796875,-13.019805908203125,-76.0,-161.56926125256575,509.9865,389.88312,-243.98651123046875,-123.88311767578125,302.45084,261.23654,-36.450836181640625,4.763458251953125
6436,2018-08-26,4,21.2,86,0.5,1724,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes,290,334.3321,286.58676,375.0,579.5082557683186,-44.33209228515625,3.413238525390625,-85.0,-289.5082557683186,391.2591,769.9507,-101.25909423828125,-479.95068359375,210.28482,249.22328,79.71517944335938,40.77671813964844
954,2018-01-09,18,-3.8,58,1.7,1996,-10.8,0.01,0.0,0.0,Winter,No Holiday,Yes,558,341.1088,422.9077,158.0,347.19896808855947,216.89120483398438,135.09228515625,400.0,210.80103191144053,369.44775,208.68268,188.55224609375,349.31732177734375,1726.9976,405.23007,-1168.99755859375,152.76992797851562
61,2017-12-03,13,6.8,81,1.9,390,3.7,0.6,0.0,0.0,Winter,No Holiday,Yes,495,336.80533,349.22226,333.0,223.93461794484432,158.19467163085938,145.77774047851562,162.0,271.0653820551557,246.35693,581.0496,248.64306640625,-86.04962158203125,1116.6074,411.88956,-621.607421875,83.11044311523438
4227,2018-05-26,3,15.3,69,0.5,1103,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,419,303.77197,250.68866,358.0,535.2832992584324,115.22802734375,168.31134033203125,61.0,-116.28329925843241,245.63019,516.46277,173.36981201171875,-97.4627685546875,296.1952,246.30695,122.8048095703125,172.69305419921875
4644,2018-06-12,12,24.0,51,1.8,2000,13.2,2.29,0.0,0.0,Summer,No Holiday,Yes,1202,1122.702,1290.8174,1204.0,1015.4866598307225,79.2979736328125,-88.8173828125,-2.0,186.5133401692775,1080.343,2035.5132,121.656982421875,-833.51318359375,1343.5321,437.5494,-141.5321044921875,764.4505920410156
7742,2018-10-19,14,19.8,32,2.3,1978,2.6,2.25,0.0,0.0,Autumn,No Holiday,Yes,1221,1210.49,1363.9734,1559.0,1234.8620157624578,10.510009765625,-142.973388671875,-338.0,-13.862015762457759,1349.1501,1621.8861,-128.150146484375,-400.8861083984375,1246.528,399.41122,-25.5279541015625,821.5887756347656
6181,2018-08-15,13,36.9,39,1.5,2000,20.6,2.46,0.0,0.0,Summer,Holiday,Yes,591,704.37036,730.11945,627.0,1296.4649350585346,-113.370361328125,-139.11944580078125,-36.0,-705.4649350585346,586.7751,1402.5258,4.22491455078125,-811.5257568359375,609.7202,401.58276,-18.72021484375,189.417236328125
5757,2018-07-28,21,29.1,78,1.1,1362,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1211,1632.7445,1770.2365,1158.0,1334.761298439602,-421.7445068359375,-559.2364501953125,53.0,-123.76129843960189,655.11566,1054.051,555.8843383789062,156.948974609375,1708.0004,558.4787,-497.0003662109375,652.5213012695312
5447,2018-07-15,23,27.0,78,1.6,1609,22.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1113,1307.3118,1461.1713,1318.0,1347.5717428936855,-194.311767578125,-348.1712646484375,-205.0,-234.5717428936855,815.25085,1846.2411,297.7491455078125,-733.2410888671875,1328.2762,564.144,-215.2762451171875,548.8560180664062
7359,2018-10-03,15,24.1,34,2.0,1996,7.2,2.14,0.0,0.0,Autumn,Holiday,Yes,2200,1407.7126,1727.3121,1693.0,1230.9444264626854,792.287353515625,472.6878662109375,507.0,969.0555735373146,1544.05,1576.295,655.949951171875,623.7049560546875,1417.707,614.8106,782.29296875,1585.1893920898438
2105,2018-02-26,17,8.7,30,3.1,1117,-7.9,0.96,0.0,0.0,Winter,No Holiday,Yes,646,790.88153,696.4251,447.0,782.6596051946271,-144.88153076171875,-50.42510986328125,199.0,-136.65960519462715,882.5783,724.617,-236.57830810546875,-78.61700439453125,2129.9868,501.94916,-1483.98681640625,144.05084228515625
6947,2018-09-16,11,23.4,61,2.1,1964,15.4,0.91,0.0,0.0,Autumn,No Holiday,Yes,1014,1028.6735,952.7389,1146.0,1139.856120434717,-14.6734619140625,61.2611083984375,-132.0,-125.85612043471701,1141.027,2300.108,-127.0269775390625,-1286.10791015625,1101.1088,537.12744,-87.1087646484375,476.87255859375
732,2017-12-31,12,1.4,47,4.5,1388,-8.7,1.1,0.0,1.0,Winter,Holiday,Yes,209,254.78427,193.7492,142.0,269.6489984812668,-45.784271240234375,15.25079345703125,67.0,-60.6489984812668,127.59144,363.77536,81.40856170654297,-154.77536010742188,1118.5759,244.24559,-909.575927734375,-35.24559020996094
6121,2018-08-13,1,28.2,88,0.2,929,26.0,0.0,1.0,0.0,Summer,No Holiday,Yes,231,430.3049,237.36299,349.0,593.9412682841513,-199.30490112304688,-6.3629913330078125,-118.0,-362.9412682841513,569.65125,300.66562,-338.6512451171875,-69.66561889648438,323.52176,368.3374,-92.52175903320312,-137.33740234375
5515,2018-07-18,19,30.6,54,2.8,1531,20.2,0.59,0.0,0.0,Summer,No Holiday,Yes,2281,2170.2585,2365.9126,2326.0,1497.219410251359,110.741455078125,-84.91259765625,-45.0,783.780589748641,1793.2307,2261.535,487.769287109375,19.465087890625,2144.5547,695.2433,136.4453125,1585.7567138671875
6209,2018-08-16,17,33.8,37,2.2,2000,17.0,1.74,0.0,0.0,Summer,No Holiday,Yes,1384,1580.9728,1461.1655,1806.0,1537.903097419378,-196.9727783203125,-77.16552734375,-422.0,-153.9030974193779,1576.4137,1342.7598,-192.4136962890625,41.240234375,1465.6469,615.2226,-81.6468505859375,768.7774047851562
3760,2018-05-06,16,19.5,66,1.7,2000,12.9,1.71,0.0,0.0,Spring,No Holiday,Yes,1482,1406.2069,1638.9359,2379.0,930.3386234143745,75.7930908203125,-156.9359130859375,-897.0,551.6613765856255,1518.431,1957.2189,-36.4310302734375,-475.2188720703125,1757.7705,654.22736,-275.7705078125,827.7726440429688
